longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Price,Rooms_Per_Household,Bedrooms_Per_Room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,359100.0,7.803763440860215,0.1333103685842232,False,False,False,False
-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,341300.0,7.730538922155689,0.12496772527756261,False,False,False,False
-121.93,37.78,2.0,227.0,35.0,114.0,49.0,3.1591,434700.0,4.63265306122449,0.15418502202643172,False,False,False,False
-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,381900.0,6.601410934744268,0.15522308308843175,False,False,False,False
-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,386600.0,7.200367647058823,0.14015828440132755,False,False,True,False
-122.0,37.82,20.0,2206.0,458.0,926.0,432.0,4.6042,256400.0,5.106481481481482,0.20761559383499548,False,False,False,False
-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,200000.0,4.639405204460966,0.2171474358974359,False,False,False,False
-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,188500.0,6.2,0.17849462365591398,False,False,False,False
-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,287300.0,7.199524940617577,0.1445067634444078,False,False,True,False
-122.1,37.9,38.0,827.0,144.0,368.0,136.0,6.5095,294400.0,6.080882352941177,0.17412333736396615,False,False,True,False
-122.09,37.89,35.0,880.0,139.0,352.0,132.0,6.8686,406500.0,6.666666666666667,0.15795454545454546,False,False,True,False
-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,310300.0,5.46089850249584,0.19896404631322365,False,False,True,False
-122.11,37.89,32.0,2372.0,516.0,1067.0,492.0,4.3235,279500.0,4.821138211382114,0.2175379426644182,False,False,True,False
-122.11,37.88,37.0,4005.0,614.0,1602.0,606.0,6.4666,348200.0,6.608910891089109,0.1533083645443196,False,False,True,False
-122.12,37.89,30.0,3227.0,733.0,1260.0,684.0,4.125,257100.0,4.7178362573099415,0.22714595599628137,False,False,True,False
-122.13,37.89,27.0,744.0,214.0,295.0,169.0,2.7411,350000.0,4.402366863905326,0.28763440860215056,False,False,True,False
-122.07,37.88,11.0,1077.0,318.0,590.0,264.0,3.5536,387200.0,4.079545454545454,0.29526462395543174,False,False,True,False
-122.08,37.88,24.0,2059.0,462.0,410.0,294.0,2.3971,99400.0,7.003401360544218,0.22438076736279747,False,False,True,False
-122.08,37.88,26.0,2947.0,435.0,825.0,626.0,2.933,85000.0,4.707667731629393,0.1476077366813709,False,False,True,False
-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,155000.0,5.366492146596858,0.2,False,False,True,False
-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,206300.0,5.298076923076923,0.20326678765880218,False,False,True,False
-122.08,37.87,26.0,2405.0,564.0,680.0,531.0,2.4896,73400.0,4.529190207156309,0.23451143451143452,False,False,True,False
-122.1,37.88,35.0,3701.0,528.0,1511.0,517.0,7.2315,367100.0,7.158607350096712,0.1426641448257228,False,False,True,False
-122.09,37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,402600.0,7.1220779220779225,0.13858497447118892,False,False,True,False
-122.11,37.87,33.0,3398.0,500.0,1351.0,457.0,6.5814,314200.0,7.435448577680525,0.14714537963507945,False,False,True,False
-122.12,37.82,26.0,2269.0,317.0,918.0,313.0,6.6657,364500.0,7.2492012779552715,0.1397091229616571,False,False,True,False
-122.11,37.83,19.0,5130.0,741.0,1887.0,712.0,7.203,369900.0,7.205056179775281,0.14444444444444443,False,False,True,False
-122.14,37.84,24.0,2131.0,343.0,874.0,373.0,5.6349,355600.0,5.71313672922252,0.16095729704364148,False,False,True,False
-122.16,37.83,16.0,4596.0,705.0,1480.0,650.0,7.52,370200.0,7.070769230769231,0.15339425587467362,False,False,True,False
-122.18,37.88,36.0,542.0,119.0,231.0,121.0,4.9,354200.0,4.479338842975206,0.21955719557195572,False,False,True,False
-122.17,37.88,33.0,3626.0,502.0,1348.0,480.0,7.6107,423200.0,7.554166666666666,0.13844456701599558,False,False,True,False
-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.917,438000.0,6.890710382513661,0.14036478984932593,False,False,True,False
-122.22,37.88,20.0,95.0,13.0,31.0,15.0,2.4444,475000.0,6.333333333333333,0.1368421052631579,False,False,True,False
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,367500.0,7.506769825918762,0.14429270806493172,False,False,True,False
-121.81,37.97,8.0,1584.0,236.0,615.0,202.0,6.4753,166800.0,7.841584158415841,0.14898989898989898,True,False,False,False
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,162500.0,4.821276595744681,0.21535745807590467,True,False,False,False
-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,210100.0,4.482808022922636,0.22595078299776286,True,False,False,False
-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,194700.0,6.155688622754491,0.16374837872892348,True,False,False,False
-121.96,37.95,25.0,4026.0,791.0,1850.0,709.0,4.1483,181200.0,5.678420310296191,0.1964729259811227,True,False,False,False
-121.95,37.94,21.0,3153.0,411.0,1318.0,431.0,6.8642,285400.0,7.315545243619489,0.13035204567078973,True,False,False,False
-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,307000.0,6.560728744939271,0.1431656896019747,True,False,False,False
-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,366700.0,7.8977272727272725,0.14004796163069544,True,False,False,False
-121.92,37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,237400.0,6.355184743742551,0.16579144786196548,True,False,False,False
-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,288000.0,7.34393063583815,0.13970877607241244,True,False,False,False
-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296,291700.0,7.216666666666667,0.13394919168591224,True,False,False,False
-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,320400.0,7.992990654205608,0.12481730488161356,True,False,False,False
-121.93,37.93,16.0,2876.0,391.0,1089.0,377.0,6.299,286900.0,7.628647214854111,0.1359527121001391,True,False,False,False
-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,312600.0,8.853061224489796,0.12079299216228677,True,False,False,False
-121.95,37.94,27.0,1469.0,216.0,578.0,219.0,5.9346,253600.0,6.707762557077626,0.14703880190605853,True,False,False,False
-122.25,38.02,16.0,1803.0,267.0,946.0,266.0,5.7001,205100.0,6.7781954887218046,0.1480865224625624,False,False,True,False
-122.25,38.03,15.0,3338.0,532.0,1834.0,520.0,5.6293,197600.0,6.4192307692307695,0.15937687237866988,False,False,True,False
-122.21,38.02,15.0,2150.0,327.0,1094.0,324.0,6.0224,198500.0,6.635802469135802,0.15209302325581395,False,False,True,False
-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,171100.0,5.252918287937743,0.19703703703703704,False,False,True,False
-122.23,38.05,52.0,1736.0,358.0,638.0,297.0,2.5517,147100.0,5.845117845117845,0.20622119815668202,False,False,True,False
-122.21,38.06,52.0,2735.0,559.0,1076.0,487.0,3.6154,155700.0,5.616016427104722,0.20438756855575868,False,False,True,False
-122.2,38.04,31.0,3029.0,500.0,1236.0,487.0,5.6022,197000.0,6.219712525667351,0.1650709805216243,False,False,True,False
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,203700.0,6.342776203966006,0.16123269316659222,False,False,True,False
-122.27,38.04,47.0,1685.0,405.0,835.0,372.0,2.3103,134500.0,4.529569892473118,0.2403560830860534,False,False,True,False
-122.26,38.03,41.0,1631.0,282.0,752.0,288.0,3.9345,150200.0,5.663194444444445,0.17290006131207847,False,False,True,False
-122.26,38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,123000.0,5.233333333333333,0.2145700636942675,False,False,True,False
-122.25,38.05,30.0,1255.0,297.0,779.0,307.0,1.6767,147700.0,4.087947882736156,0.23665338645418327,False,False,True,False
-122.28,38.0,26.0,2335.0,413.0,980.0,417.0,3.4471,178900.0,5.599520383693045,0.17687366167023555,False,False,True,False
-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,175400.0,5.850948509485095,0.18202871699861048,False,False,True,False
-122.3,38.0,34.0,1712.0,317.0,956.0,341.0,4.4394,162000.0,5.020527859237537,0.18516355140186916,False,False,True,False
-122.31,38.0,26.0,3735.0,641.0,1708.0,633.0,4.621,191100.0,5.900473933649289,0.171619812583668,False,False,True,False
-122.31,38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,195000.0,5.340673575129534,0.2119815668202765,False,False,True,False
-122.28,37.99,28.0,3801.0,622.0,1654.0,571.0,4.375,193300.0,6.656742556917688,0.16364114706656144,False,False,True,False
-122.26,37.98,28.0,2038.0,329.0,947.0,349.0,5.1178,198000.0,5.839541547277937,0.16143277723258095,False,False,True,False
-122.27,37.99,16.0,4921.0,737.0,2312.0,725.0,5.8899,243200.0,6.787586206896552,0.1497663076610445,False,False,True,False
-122.27,37.98,23.0,3455.0,479.0,1375.0,474.0,6.0289,218600.0,7.289029535864979,0.13863965267727932,False,False,True,False
-122.26,38.02,5.0,3846.0,786.0,2053.0,716.0,5.0473,184800.0,5.371508379888268,0.20436817472698907,False,False,True,False
-122.24,38.01,11.0,3751.0,565.0,1949.0,555.0,5.7862,269400.0,6.758558558558558,0.15062649960010663,False,False,True,False
-122.24,38.01,16.0,2084.0,315.0,1154.0,307.0,6.0102,235600.0,6.7882736156351795,0.15115163147792707,False,False,True,False
-122.25,38.0,16.0,2978.0,411.0,1531.0,400.0,6.5006,237700.0,7.445,0.13801208865010073,False,False,True,False
-122.26,38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,170500.0,5.874371859296482,0.16723695466210436,False,False,True,False
-122.26,38.0,6.0,678.0,104.0,318.0,91.0,5.2375,246400.0,7.450549450549451,0.15339233038348082,False,False,True,False
-122.27,38.0,15.0,1216.0,166.0,572.0,178.0,5.8418,240300.0,6.831460674157303,0.13651315789473684,False,False,True,False
-122.27,38.0,12.0,1592.0,242.0,969.0,233.0,6.1576,248700.0,6.832618025751073,0.15201005025125627,False,False,True,False
-122.29,37.98,27.0,2133.0,347.0,850.0,350.0,5.1046,209800.0,6.094285714285714,0.16268166901078293,False,False,True,False
-122.28,37.96,35.0,1579.0,243.0,734.0,264.0,5.5,201000.0,5.981060606060606,0.1538948701709943,False,False,True,False
-122.3,37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,184000.0,5.612813370473537,0.19156327543424317,False,False,True,False
-122.3,37.97,34.0,2854.0,528.0,1211.0,452.0,3.5353,164700.0,6.314159292035399,0.18500350385423966,False,False,True,False
-122.29,37.97,20.0,3426.0,632.0,1512.0,580.0,4.4911,227400.0,5.906896551724138,0.18447168709865733,False,False,True,False
-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,149700.0,5.326470588235294,0.20817228050800662,False,False,True,False
-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,196600.0,5.256267409470752,0.18706942236354002,False,False,True,False
-122.31,37.94,38.0,1794.0,349.0,810.0,335.0,3.8343,191400.0,5.3552238805970145,0.19453734671125975,False,False,True,False
-122.31,37.94,38.0,2172.0,403.0,945.0,384.0,4.3958,194200.0,5.65625,0.18554327808471455,False,False,True,False
-122.32,37.95,36.0,1425.0,245.0,573.0,239.0,4.35,185000.0,5.96234309623431,0.17192982456140352,False,False,True,False
-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,164300.0,4.806818181818182,0.21171526136065144,False,False,True,False
-122.32,37.97,29.0,2347.0,464.0,1135.0,490.0,3.9722,161000.0,4.789795918367347,0.19769919045590115,False,False,True,False
-122.32,38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,171100.0,6.157258064516129,0.16110019646365423,False,False,True,False
-122.33,38.0,35.0,3779.0,711.0,2493.0,679.0,2.9781,109000.0,5.565537555228277,0.18814501190791214,False,False,True,False
-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,170800.0,6.023255813953488,0.1718146718146718,False,False,True,False
-122.32,37.99,24.0,4865.0,968.0,2315.0,893.0,4.2852,173500.0,5.447928331466965,0.19897225077081193,False,False,True,False
-122.32,38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437,162800.0,5.442583732057416,0.17450549450549452,False,False,True,False
-122.34,37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,85100.0,4.061007957559681,0.21293272370999347,False,False,True,False
-122.33,37.98,3.0,2850.0,544.0,1024.0,515.0,6.0115,175000.0,5.533980582524272,0.19087719298245615,False,False,True,False
-122.39,38.0,33.0,44.0,6.0,23.0,11.0,4.125,212500.0,4.0,0.13636363636363635,False,False,True,False
-122.36,37.96,39.0,246.0,57.0,316.0,52.0,0.716,104200.0,4.730769230769231,0.23170731707317074,False,False,True,False
-122.36,37.96,31.0,1157.0,276.0,956.0,232.0,1.5347,80400.0,4.987068965517241,0.23854796888504753,False,False,True,False
-122.36,37.95,40.0,408.0,102.0,302.0,81.0,1.8333,69800.0,5.037037037037037,0.25,False,False,True,False
-122.37,37.95,35.0,215.0,45.0,100.0,34.0,1.6023,81300.0,6.323529411764706,0.20930232558139536,False,False,True,False
-122.37,37.95,32.0,1298.0,363.0,716.0,268.0,0.9797,76400.0,4.843283582089552,0.2796610169491525,False,False,True,False
-122.37,37.96,37.0,1572.0,402.0,1046.0,350.0,0.7403,68600.0,4.491428571428571,0.25572519083969464,False,False,True,False
-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,67500.0,2.4,0.25,False,False,True,False
-122.34,37.98,33.0,2014.0,410.0,1354.0,427.0,3.9773,131300.0,4.716627634660422,0.2035749751737835,False,False,True,False
-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,132900.0,5.475218658892128,0.19329073482428116,False,False,True,False
-122.34,37.97,19.0,392.0,109.0,287.0,81.0,6.0426,110000.0,4.839506172839506,0.2780612244897959,False,False,True,False
-122.35,37.96,32.0,1991.0,504.0,1139.0,423.0,2.0353,113600.0,4.706855791962175,0.2531391260673029,False,False,True,False
-122.35,37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,112200.0,4.624203821656051,0.22130394857667585,False,False,True,False
-122.35,37.97,31.0,2892.0,685.0,2104.0,641.0,3.2188,113800.0,4.511700468018721,0.23686030428769017,False,False,True,False
-122.32,37.97,33.0,1595.0,292.0,991.0,300.0,4.6937,134100.0,5.316666666666666,0.18307210031347962,False,False,True,False
-122.32,37.97,33.0,1156.0,190.0,643.0,209.0,4.5,156600.0,5.5311004784688995,0.1643598615916955,False,False,True,False
-122.33,37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,150100.0,5.403846153846154,0.17691916624300966,False,False,True,False
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,130800.0,4.9798994974874375,0.18970736629667004,False,False,True,False
-122.34,37.97,19.0,2237.0,580.0,1438.0,551.0,2.3382,120700.0,4.05989110707804,0.25927581582476533,False,False,True,False
-122.33,37.96,46.0,1222.0,236.0,819.0,251.0,3.9118,129400.0,4.868525896414343,0.19312602291325695,False,False,True,False
-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,114200.0,4.181297709923665,0.2423550890004564,False,False,True,False
-122.35,37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,97200.0,4.286681715575621,0.27593470247498686,False,False,True,False
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0,4.494915254237288,0.2609351432880845,False,False,True,False
-122.35,37.95,31.0,2449.0,595.0,1801.0,548.0,2.6328,110300.0,4.468978102189781,0.24295630869742751,False,False,True,False
-122.35,37.96,34.0,1428.0,335.0,1272.0,319.0,2.5461,93900.0,4.476489028213166,0.234593837535014,False,False,True,False
-122.36,37.96,30.0,950.0,317.0,1073.0,280.0,1.8664,107800.0,3.392857142857143,0.3336842105263158,False,False,True,False
-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,133700.0,4.194174757281553,0.2332175925925926,False,False,True,False
-122.32,37.96,34.0,2070.0,357.0,784.0,294.0,4.0417,182800.0,7.040816326530612,0.17246376811594202,False,False,True,False
-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769,146100.0,4.8700906344410875,0.2196029776674938,False,False,True,False
-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,120800.0,4.1237721021611,0.2710814673654121,False,False,True,False
-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,103600.0,4.67095115681234,0.2427077600440286,False,False,True,False
-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,165100.0,5.625766871165644,0.18974918211559433,False,False,True,False
-122.32,37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,210800.0,5.400568181818182,0.1551814834297738,False,False,True,False
-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,186900.0,5.821428571428571,0.1866783523225241,False,False,True,False
-122.33,37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,144600.0,5.14873417721519,0.20651505838967424,False,False,True,False
-122.33,37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,140400.0,4.7153846153846155,0.2275693311582382,False,False,True,False
-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,140800.0,5.502923976608187,0.191817215727949,False,False,True,False
-122.33,37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,141600.0,4.976127320954907,0.20735607675906184,False,False,True,False
-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,139100.0,5.074850299401198,0.20353982300884957,False,False,True,False
-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,150800.0,5.724919093851133,0.18767665347654042,False,False,True,False
-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,134100.0,4.177777777777778,0.2127659574468085,False,False,True,False
-122.33,37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,135800.0,4.249329758713137,0.20757097791798107,False,False,True,False
-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,142600.0,4.791925465838509,0.21970187945560596,False,False,True,False
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,5.385852090032154,0.18925373134328358,False,False,True,False
-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,133400.0,5.434650455927052,0.2058165548098434,False,False,True,False
-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,135100.0,5.158441558441559,0.2150050352467271,False,False,True,False
-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,111700.0,5.560165975103734,0.22238805970149253,False,False,True,False
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,4.96983758700696,0.2012138188608777,False,False,True,False
-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,114600.0,4.900990099009901,0.19528619528619529,False,False,True,False
-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,104700.0,4.201612903225806,0.27735124760076774,False,False,True,False
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,143300.0,5.379069767441861,0.18720276696930394,False,False,True,False
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,140300.0,4.406896551724138,0.23161189358372458,False,False,True,False
-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,145500.0,3.9197080291970803,0.2824332712600869,False,False,True,False
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,143900.0,4.968468468468468,0.20444242973708068,False,False,True,False
-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,105200.0,4.672566371681416,0.2334280303030303,False,False,True,False
-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,105200.0,4.454976303317536,0.24414893617021277,False,False,True,False
-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,95600.0,4.670329670329671,0.21568627450980393,False,False,True,False
-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,81700.0,3.727272727272727,0.2326454033771107,False,False,True,False
-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,79000.0,5.633540372670807,0.20727673649393605,False,False,True,False
-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,105800.0,3.1849056603773587,0.2950236966824645,False,False,True,False
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,72900.0,4.556213017751479,0.22272727272727272,False,False,True,False
-122.36,37.94,41.0,2591.0,585.0,1638.0,462.0,1.822,79700.0,5.608225108225108,0.2257815515245079,False,False,True,False
-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,71600.0,4.969230769230769,0.23632610939112486,False,False,True,False
-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,88000.0,4.2215189873417724,0.27436281859070466,False,False,True,False
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,84300.0,4.544419134396355,0.24461152882205514,False,False,True,False
-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,79400.0,3.324324324324324,0.2899728997289973,False,False,True,False
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,121600.0,5.493449781659389,0.20190779014308427,False,False,True,False
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,69100.0,4.451882845188284,0.25,False,False,True,False
-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,37900.0,4.205607476635514,0.24,False,False,True,False
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,269800.0,5.187869822485207,0.20273738237810093,False,False,True,False
-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,274500.0,4.743131868131868,0.22560092673037938,False,False,True,False
-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,275000.0,4.052631578947368,0.21428571428571427,False,False,True,False
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,95000.0,5.876168224299065,0.19125248508946321,False,False,True,False
-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,91500.0,5.068354430379747,0.2077922077922078,False,False,True,False
-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,86100.0,4.377314814814815,0.2374405076679006,False,False,True,False
-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,87000.0,4.827956989247312,0.21659242761692651,False,False,True,False
-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,84200.0,4.074712643678161,0.2679830747531735,False,False,True,False
-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,1.125,93800.0,4.4409090909090905,0.2625383828045036,False,False,True,False
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,94000.0,3.902542372881356,0.21715526601520088,False,False,True,False
-122.36,37.92,52.0,215.0,41.0,126.0,43.0,1.3929,104200.0,5.0,0.19069767441860466,False,False,True,False
-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,186800.0,4.004213483146067,0.27990178884601896,False,False,True,False
-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,90300.0,5.27437641723356,0.20249355116079107,False,False,True,False
-122.33,37.93,27.0,2158.0,424.0,1220.0,442.0,3.0156,111500.0,4.882352941176471,0.19647822057460612,False,False,True,False
-122.34,37.93,32.0,2389.0,652.0,1672.0,584.0,1.4423,88300.0,4.090753424657534,0.2729175387191293,False,False,True,False
-122.34,37.93,45.0,2225.0,486.0,1304.0,459.0,2.64,112100.0,4.847494553376906,0.21842696629213484,False,False,True,False
-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,156300.0,3.268292682926829,0.2798507462686567,False,False,True,False
-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,140600.0,5.07488986784141,0.17317708333333334,False,False,True,False
-122.33,37.92,26.0,3887.0,779.0,2512.0,740.0,2.2301,122400.0,5.2527027027027025,0.200411628505274,False,False,True,False
-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,119600.0,4.809009009009009,0.24241288872236794,False,False,True,False
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,167800.0,4.332844574780059,0.23553299492385787,False,False,True,False
-122.31,37.91,43.0,2549.0,511.0,1060.0,528.0,3.6417,178400.0,4.827651515151516,0.20047077285209886,False,False,True,False
-122.31,37.91,45.0,3924.0,834.0,1992.0,773.0,4.1146,177800.0,5.076326002587322,0.21253822629969418,False,False,True,False
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,286500.0,7.260869565217392,0.14810379241516966,False,False,True,False
-122.31,37.93,36.0,2403.0,408.0,917.0,404.0,5.0399,253400.0,5.948019801980198,0.16978776529338327,False,False,True,False
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,247300.0,6.353430353430354,0.16001308900523561,False,False,True,False
-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,267700.0,6.949090909090909,0.14809000523286237,False,False,True,False
-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,321600.0,6.421824104234528,0.15343646969312705,False,False,True,False
-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,288200.0,6.940476190476191,0.1509433962264151,False,False,True,False
-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,6.516,401000.0,7.515151515151516,0.1347926267281106,False,False,True,False
-122.3,37.93,34.0,2254.0,357.0,715.0,306.0,4.5,304000.0,7.366013071895424,0.15838509316770186,False,False,True,False
-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,261900.0,5.802281368821292,0.16775884665792923,False,False,True,False
-122.32,37.93,33.0,296.0,73.0,216.0,63.0,2.675,22500.0,4.698412698412699,0.24662162162162163,False,False,True,False
-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,183300.0,4.970588235294118,0.23274161735700197,False,False,True,False
-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,220100.0,4.480286738351254,0.1888,False,False,True,False
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,195800.0,3.651252408477842,0.316622691292876,False,False,True,False
-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,186900.0,5.623115577889447,0.1966041108132261,False,False,True,False
-122.31,37.92,43.0,2116.0,407.0,900.0,361.0,4.1587,212200.0,5.861495844875346,0.19234404536862004,False,False,True,False
-122.3,37.92,33.0,1615.0,271.0,710.0,285.0,4.0804,239000.0,5.666666666666667,0.16780185758513932,False,False,True,False
-122.31,37.91,31.0,1432.0,348.0,681.0,348.0,2.7243,218100.0,4.114942528735632,0.2430167597765363,False,False,True,False
-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,200400.0,4.805008944543828,0.2118391660461653,False,False,True,False
-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,209100.0,4.865874363327674,0.21528262386601535,False,False,True,False
-122.3,37.9,37.0,2125.0,489.0,912.0,462.0,2.9219,217200.0,4.5995670995671,0.23011764705882354,False,False,True,False
-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,223000.0,4.946987951807229,0.21188504627374574,False,False,True,False
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,141700.0,3.636963696369637,0.279491833030853,False,False,True,False
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,162500.0,4.054919908466819,0.26580135440180586,False,False,True,False
-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,311400.0,6.196581196581197,0.16206896551724137,False,False,True,False
